doc_id,title,department,author,creation_hours,document_text,created_date,views,creation_cost,duplicate_flag
179,Pricing Strategy Analysis,Customer Success,Nicole Terry,6,"
    This report analyzes pricing strategy trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-03-05,4,360,True
180,Campaign Performance Analysis,Marketing,Jamie Allen,6,"
    This report analyzes campaign performance trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-03-31,0,360,True
182,Revenue Forecast Analysis,Operations,Kristen Waters,6,"
    This report analyzes revenue forecast trends across the Operations department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-09-22,86,360,True
183,User Retention Analysis,Sales,George Smith,4,"
    This report analyzes user retention trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-03-02,15,240,True
184,Market Expansion Analysis,Product,Heather Thomas,8,"
    This report analyzes market expansion trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-10-05,51,480,True
185,Customer Segmentation Analysis,Sales,Robert Johnson,8,"
    This report analyzes customer segmentation trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-06-21,270,480,True
186,Campaign Performance Analysis,Strategy,Cindy Reid,8,"
    This report analyzes campaign performance trends across the Strategy department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-02-12,2,480,True
187,Product Adoption Analysis,Product,Corey Hernandez,6,"
    This report analyzes product adoption trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-09-18,44,360,True
189,Revenue Forecast Analysis,Marketing,Kyle West,6,"
    This report analyzes revenue forecast trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-07-14,1,360,True
190,Product Adoption Analysis,Customer Success,Dakota Brown,8,"
    This report analyzes product adoption trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-02-10,115,480,True
191,Customer Segmentation Analysis,Sales,Carla Rodriguez,4,"
    This report analyzes customer segmentation trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-12-30,153,240,True
192,Product Adoption Analysis,Product,Stacey King,8,"
    This report analyzes product adoption trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-10-27,849,480,True
194,Market Expansion Analysis,Strategy,Mr. Jerry Allen MD,4,"
    This report analyzes market expansion trends across the Strategy department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-04-29,19,240,True
195,Market Expansion Analysis,Product,Cathy Jennings,4,"
    This report analyzes market expansion trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-06-13,140,240,True
196,Market Expansion Analysis,Sales,Becky Morrison,8,"
    This report analyzes market expansion trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-05-08,213,480,True
197,Revenue Forecast Analysis,Customer Success,Jessica Simmons,12,"
    This report analyzes revenue forecast trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-12-12,48,720,True
198,Revenue Forecast Analysis,Product,Dorothy Lewis,12,"
    This report analyzes revenue forecast trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-12-21,9,720,True
199,Sales Pipeline Analysis,Customer Success,Emily Carlson,8,"
    This report analyzes sales pipeline trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-07-14,68,480,True
200,Sales Pipeline Analysis,Product,Brandon Ortiz,12,"
    This report analyzes sales pipeline trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-06-10,20,720,True
202,Sales Pipeline Analysis,Finance,Christina Vega,6,"
    This report analyzes sales pipeline trends across the Finance department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-04-26,9,360,True
203,Product Adoption Analysis,Strategy,Susan Jackson,12,"
    This report analyzes product adoption trends across the Strategy department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-10-03,87,720,True
205,Campaign Performance Analysis,Sales,David Reed,4,"
    This report analyzes campaign performance trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-09-10,23,240,True
206,Campaign Performance Analysis,Operations,Fernando Colon,8,"
    This report analyzes campaign performance trends across the Operations department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-05-18,42,480,True
207,Customer Churn Analysis,Sales,Nicholas Brooks,8,"
    This report analyzes customer churn trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-08-26,7,480,True
208,Customer Segmentation Analysis,Operations,Susan Porter,8,"
    This report analyzes customer segmentation trends across the Operations department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-02-14,121,480,True
210,Customer Segmentation Analysis,Marketing,Steven Johnson,10,"
    This report analyzes customer segmentation trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-10-18,27,600,True
211,Market Expansion Analysis,Customer Success,Christopher West,6,"
    This report analyzes market expansion trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-11-15,4,360,True
213,Pricing Strategy Analysis,Marketing,Anita Lewis,10,"
    This report analyzes pricing strategy trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-05-02,33,600,True
214,Revenue Forecast Analysis,Strategy,Michael Martinez,12,"
    This report analyzes revenue forecast trends across the Strategy department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-02-17,177,720,True
215,Revenue Forecast Analysis,Strategy,Michael Williams,8,"
    This report analyzes revenue forecast trends across the Strategy department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-08-24,16,480,True
216,Campaign Performance Analysis,Marketing,Mark Nelson,8,"
    This report analyzes campaign performance trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-05-21,31,480,True
218,User Retention Analysis,Sales,Lawrence Johnson,10,"
    This report analyzes user retention trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-06-04,41,600,True
219,Pricing Strategy Analysis,Strategy,Daniel Small,10,"
    This report analyzes pricing strategy trends across the Strategy department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-10-03,56,600,True
221,Revenue Forecast Analysis,Product,Richard Weaver,4,"
    This report analyzes revenue forecast trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-05-04,3,240,True
222,Customer Churn Analysis,Marketing,Melissa Green,12,"
    This report analyzes customer churn trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-06-15,12,720,True
223,User Retention Analysis,Product,Randy Page,12,"
    This report analyzes user retention trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-07-06,27,720,True
224,Pricing Strategy Analysis,Strategy,Pamela Hodge MD,8,"
    This report analyzes pricing strategy trends across the Strategy department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-02-22,8,480,True
225,Revenue Forecast Analysis,Marketing,Dr. Leonard Ray,4,"
    This report analyzes revenue forecast trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-03-20,22,240,True
228,Revenue Forecast Analysis,Sales,William Smith,4,"
    This report analyzes revenue forecast trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-12-09,10,240,True
229,Campaign Performance Analysis,Finance,Lori Lambert,6,"
    This report analyzes campaign performance trends across the Finance department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-07-28,24,360,True
230,Customer Churn Analysis,Sales,Wesley Martinez,12,"
    This report analyzes customer churn trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-12-05,19,720,True
232,Revenue Forecast Analysis,Operations,Nicole Morgan,4,"
    This report analyzes revenue forecast trends across the Operations department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-11-22,168,240,True
233,Revenue Forecast Analysis,Finance,Jacqueline Johnson,8,"
    This report analyzes revenue forecast trends across the Finance department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-04-02,99,480,True
235,Revenue Forecast Analysis,Operations,Kevin Rodriguez,12,"
    This report analyzes revenue forecast trends across the Operations department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-09-25,132,720,True
236,Customer Segmentation Analysis,Operations,David Ortega,12,"
    This report analyzes customer segmentation trends across the Operations department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-01-04,37,720,True
237,Sales Pipeline Analysis,Marketing,Dr. Donna Simpson,10,"
    This report analyzes sales pipeline trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-07-31,127,600,True
238,Pricing Strategy Analysis,Sales,Victoria Abbott,6,"
    This report analyzes pricing strategy trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-04-26,0,360,True
239,Revenue Forecast Analysis,Finance,Kristina Martin,8,"
    This report analyzes revenue forecast trends across the Finance department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-02-21,1,480,True
242,User Retention Analysis,Sales,Angel Camacho,10,"
    This report analyzes user retention trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-01-09,18,600,True
244,Sales Pipeline Analysis,Marketing,Jon Duncan,12,"
    This report analyzes sales pipeline trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-07-25,4,720,True
245,Campaign Performance Analysis,Strategy,Patricia Perez,10,"
    This report analyzes campaign performance trends across the Strategy department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-03-15,5,600,True
246,Market Expansion Analysis,Customer Success,Eric Patel,10,"
    This report analyzes market expansion trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-01-03,2,600,True
247,Sales Pipeline Analysis,Customer Success,Joel Oliver,8,"
    This report analyzes sales pipeline trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-07-01,1,480,True
248,Customer Segmentation Analysis,Operations,Jimmy Johnson,8,"
    This report analyzes customer segmentation trends across the Operations department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-10-15,31,480,True
249,User Retention Analysis,Marketing,Dawn Smith,6,"
    This report analyzes user retention trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-12-10,2,360,True
251,Campaign Performance Analysis,Marketing,Wesley Williams,8,"
    This report analyzes campaign performance trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-12-29,6,480,True
253,Pricing Strategy Analysis,Customer Success,Samuel Harrington,8,"
    This report analyzes pricing strategy trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-07-14,313,480,True
254,Customer Segmentation Analysis,Finance,Deanna Morris,4,"
    This report analyzes customer segmentation trends across the Finance department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-05-02,101,240,True
255,Sales Pipeline Analysis,Product,Mr. Tyler Combs,6,"
    This report analyzes sales pipeline trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-06-12,16,360,True
256,Revenue Forecast Analysis,Strategy,Sara Evans,4,"
    This report analyzes revenue forecast trends across the Strategy department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-03-06,1,240,True
257,Revenue Forecast Analysis,Marketing,Joshua Ellis,8,"
    This report analyzes revenue forecast trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-04-10,5,480,True
258,Sales Pipeline Analysis,Marketing,Erik Hall,10,"
    This report analyzes sales pipeline trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-06-15,4,600,True
259,Revenue Forecast Analysis,Customer Success,Vincent Watkins,4,"
    This report analyzes revenue forecast trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-12-18,12,240,True
260,Customer Segmentation Analysis,Marketing,Richard Cunningham,6,"
    This report analyzes customer segmentation trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-02-07,15,360,True
263,Campaign Performance Analysis,Finance,Betty Hawkins,8,"
    This report analyzes campaign performance trends across the Finance department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-06-11,42,480,True
264,Campaign Performance Analysis,Strategy,Penny Williams,6,"
    This report analyzes campaign performance trends across the Strategy department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-11-13,20,360,True
265,Customer Churn Analysis,Product,Christopher Jordan,6,"
    This report analyzes customer churn trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-11-11,2,360,True
269,Customer Segmentation Analysis,Finance,Miguel Obrien,8,"
    This report analyzes customer segmentation trends across the Finance department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-06-27,10,480,True
271,Campaign Performance Analysis,Finance,Vickie Rios,12,"
    This report analyzes campaign performance trends across the Finance department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-10-20,104,720,True
274,Product Adoption Analysis,Product,Kayla Fisher,8,"
    This report analyzes product adoption trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-02-12,33,480,True
276,Product Adoption Analysis,Sales,Christopher Gomez,4,"
    This report analyzes product adoption trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-12-29,14,240,True
277,Pricing Strategy Analysis,Customer Success,Dr. Megan Velazquez DVM,4,"
    This report analyzes pricing strategy trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-07-20,3,240,True
278,Sales Pipeline Analysis,Marketing,Charles Colon,8,"
    This report analyzes sales pipeline trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-11-21,79,480,True
279,Customer Churn Analysis,Product,Michelle Weaver,6,"
    This report analyzes customer churn trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-01-08,20,360,True
280,Product Adoption Analysis,Operations,William Evans,12,"
    This report analyzes product adoption trends across the Operations department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-09-01,147,720,True
282,Product Adoption Analysis,Customer Success,Lori Lynch,4,"
    This report analyzes product adoption trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-07-18,92,240,True
283,Revenue Forecast Analysis,Sales,Bradley Young,8,"
    This report analyzes revenue forecast trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-04-17,34,480,True
285,Product Adoption Analysis,Finance,Michael Paul,4,"
    This report analyzes product adoption trends across the Finance department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-05-25,68,240,True
289,Market Expansion Analysis,Product,Jennifer Jordan,8,"
    This report analyzes market expansion trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-02-14,107,480,True
290,Campaign Performance Analysis,Customer Success,Steven Browning,12,"
    This report analyzes campaign performance trends across the Customer Success department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2026-01-28,9,720,True
291,Customer Churn Analysis,Product,Kayla Pace,8,"
    This report analyzes customer churn trends across the Product department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-02-09,43,480,True
292,Customer Churn Analysis,Marketing,Evan Santos,4,"
    This report analyzes customer churn trends across the Marketing department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-11-15,1,240,True
293,Customer Churn Analysis,Sales,Thomas Stevens,6,"
    This report analyzes customer churn trends across the Sales department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2024-12-26,21,360,True
296,Campaign Performance Analysis,Operations,Christopher Perez,10,"
    This report analyzes campaign performance trends across the Operations department.
    The analysis focuses on key drivers, historical performance,
    and projected outcomes for the next quarter.
    ",2025-04-27,261,600,True
