doc_a_id,doc_a_title,doc_b_id,doc_b_title,distance
118,Revenue Forecast Analysis,225,Revenue Forecast Analysis,8.34465e-07
118,Revenue Forecast Analysis,257,Revenue Forecast Analysis,8.34465e-07
119,User Retention Analysis,75,User Retention Analysis,9.536743e-07
119,User Retention Analysis,134,User Retention Analysis,9.536743e-07
119,User Retention Analysis,152,User Retention Analysis,9.536743e-07
120,Product Adoption Analysis,98,Product Adoption Analysis,0.0
120,Product Adoption Analysis,276,Product Adoption Analysis,0.0
120,Product Adoption Analysis,153,Product Adoption Analysis,0.043097854
121,Pricing Strategy Analysis,149,Pricing Strategy Analysis,0.0
121,Pricing Strategy Analysis,219,Pricing Strategy Analysis,0.0
121,Pricing Strategy Analysis,224,Pricing Strategy Analysis,0.0
122,Market Expansion Analysis,105,Market Expansion Analysis,0.0
122,Market Expansion Analysis,135,Market Expansion Analysis,0.0
122,Market Expansion Analysis,161,Market Expansion Analysis,0.0
123,Pricing Strategy Analysis,94,Pricing Strategy Analysis,2.3841858e-07
123,Pricing Strategy Analysis,102,Pricing Strategy Analysis,2.3841858e-07
123,Pricing Strategy Analysis,238,Pricing Strategy Analysis,2.3841858e-07
124,Product Adoption Analysis,24,Product Adoption Analysis,0.0
124,Product Adoption Analysis,115,Product Adoption Analysis,0.0
124,Product Adoption Analysis,144,Product Adoption Analysis,0.0
125,Sales Pipeline Analysis,200,Sales Pipeline Analysis,5.9604645e-07
125,Sales Pipeline Analysis,255,Sales Pipeline Analysis,5.9604645e-07
125,Sales Pipeline Analysis,62,Sales Pipeline Analysis,0.03985703
126,Pricing Strategy Analysis,15,Pricing Strategy Analysis,1.1920929e-07
126,Pricing Strategy Analysis,35,Pricing Strategy Analysis,1.1920929e-07
126,Pricing Strategy Analysis,143,Pricing Strategy Analysis,1.1920929e-07
127,User Retention Analysis,43,User Retention Analysis,0.0
127,User Retention Analysis,53,User Retention Analysis,0.0
127,User Retention Analysis,147,User Retention Analysis,0.0
128,Customer Churn Analysis,130,Customer Churn Analysis,0.0
128,Customer Churn Analysis,136,Customer Churn Analysis,0.0
128,Customer Churn Analysis,176,Customer Churn Analysis,0.0
128,Customer Churn Analysis,178,Customer Churn Analysis,0.0
129,Customer Segmentation Analysis,254,Customer Segmentation Analysis,2.3841858e-07
129,Customer Segmentation Analysis,269,Customer Segmentation Analysis,2.3841858e-07
129,Customer Segmentation Analysis,25,Customer Segmentation Analysis,0.106450915
130,Customer Churn Analysis,136,Customer Churn Analysis,0.0
130,Customer Churn Analysis,176,Customer Churn Analysis,0.0
130,Customer Churn Analysis,178,Customer Churn Analysis,0.0
131,Revenue Forecast Analysis,151,Revenue Forecast Analysis,0.0
131,Revenue Forecast Analysis,197,Revenue Forecast Analysis,0.0
131,Revenue Forecast Analysis,259,Revenue Forecast Analysis,0.0
132,Customer Churn Analysis,140,Customer Churn Analysis,0.09538877
132,Customer Churn Analysis,207,Customer Churn Analysis,0.09538877
132,Customer Churn Analysis,230,Customer Churn Analysis,0.09538877
133,User Retention Analysis,249,User Retention Analysis,0.0
133,User Retention Analysis,183,User Retention Analysis,0.12597096
133,User Retention Analysis,218,User Retention Analysis,0.12597096
133,User Retention Analysis,242,User Retention Analysis,0.12597096
134,User Retention Analysis,75,User Retention Analysis,9.536743e-07
134,User Retention Analysis,119,User Retention Analysis,9.536743e-07
134,User Retention Analysis,152,User Retention Analysis,9.536743e-07
135,Market Expansion Analysis,105,Market Expansion Analysis,0.0
135,Market Expansion Analysis,122,Market Expansion Analysis,0.0
135,Market Expansion Analysis,161,Market Expansion Analysis,0.0
136,Customer Churn Analysis,130,Customer Churn Analysis,0.0
136,Customer Churn Analysis,176,Customer Churn Analysis,0.0
136,Customer Churn Analysis,178,Customer Churn Analysis,0.0
137,Campaign Performance Analysis,156,Campaign Performance Analysis,0.0
137,Campaign Performance Analysis,290,Campaign Performance Analysis,0.0
137,Campaign Performance Analysis,10,Campaign Performance Analysis,0.17028117
137,Campaign Performance Analysis,180,Campaign Performance Analysis,0.17028117
138,Revenue Forecast Analysis,68,Revenue Forecast Analysis,0.0
138,Revenue Forecast Analysis,233,Revenue Forecast Analysis,0.0
138,Revenue Forecast Analysis,239,Revenue Forecast Analysis,0.0
139,Customer Churn Analysis,38,Customer Churn Analysis,1.1920929e-07
139,Customer Churn Analysis,46,Customer Churn Analysis,1.1920929e-07
139,Customer Churn Analysis,167,Customer Churn Analysis,1.1920929e-07
140,Customer Churn Analysis,207,Customer Churn Analysis,5.9604645e-07
140,Customer Churn Analysis,230,Customer Churn Analysis,5.9604645e-07
140,Customer Churn Analysis,293,Customer Churn Analysis,5.9604645e-07
140,Customer Churn Analysis,77,Customer Churn Analysis,0.046977997
141,Customer Churn Analysis,265,Customer Churn Analysis,0.0
141,Customer Churn Analysis,279,Customer Churn Analysis,0.0
141,Customer Churn Analysis,291,Customer Churn Analysis,0.0
142,Revenue Forecast Analysis,159,Revenue Forecast Analysis,0.0
142,Revenue Forecast Analysis,214,Revenue Forecast Analysis,0.0
142,Revenue Forecast Analysis,215,Revenue Forecast Analysis,0.0
142,Revenue Forecast Analysis,256,Revenue Forecast Analysis,0.0
143,Pricing Strategy Analysis,15,Pricing Strategy Analysis,1.1920929e-07
143,Pricing Strategy Analysis,35,Pricing Strategy Analysis,1.1920929e-07
143,Pricing Strategy Analysis,126,Pricing Strategy Analysis,1.1920929e-07
144,Product Adoption Analysis,24,Product Adoption Analysis,0.0
144,Product Adoption Analysis,115,Product Adoption Analysis,0.0
144,Product Adoption Analysis,124,Product Adoption Analysis,0.0
145,Customer Segmentation Analysis,173,Customer Segmentation Analysis,0.0
145,Customer Segmentation Analysis,208,Customer Segmentation Analysis,0.0
145,Customer Segmentation Analysis,236,Customer Segmentation Analysis,0.0
145,Customer Segmentation Analysis,248,Customer Segmentation Analysis,0.0
146,Revenue Forecast Analysis,189,Revenue Forecast Analysis,8.34465e-07
146,Revenue Forecast Analysis,225,Revenue Forecast Analysis,8.34465e-07
146,Revenue Forecast Analysis,257,Revenue Forecast Analysis,8.34465e-07
147,User Retention Analysis,43,User Retention Analysis,0.0
147,User Retention Analysis,53,User Retention Analysis,0.0
147,User Retention Analysis,127,User Retention Analysis,0.0
148,Customer Segmentation Analysis,42,Customer Segmentation Analysis,9.536743e-07
148,Customer Segmentation Analysis,72,Customer Segmentation Analysis,9.536743e-07
148,Customer Segmentation Analysis,113,Customer Segmentation Analysis,9.536743e-07
149,Pricing Strategy Analysis,121,Pricing Strategy Analysis,0.0
149,Pricing Strategy Analysis,219,Pricing Strategy Analysis,0.0
149,Pricing Strategy Analysis,224,Pricing Strategy Analysis,0.0
150,Sales Pipeline Analysis,70,Sales Pipeline Analysis,2.3841858e-07
150,Sales Pipeline Analysis,81,Sales Pipeline Analysis,2.3841858e-07
150,Sales Pipeline Analysis,110,Sales Pipeline Analysis,0.03985703
151,Revenue Forecast Analysis,131,Revenue Forecast Analysis,0.0
151,Revenue Forecast Analysis,197,Revenue Forecast Analysis,0.0
151,Revenue Forecast Analysis,259,Revenue Forecast Analysis,0.0
152,User Retention Analysis,75,User Retention Analysis,9.536743e-07
152,User Retention Analysis,119,User Retention Analysis,9.536743e-07
152,User Retention Analysis,134,User Retention Analysis,9.536743e-07
153,Product Adoption Analysis,187,Product Adoption Analysis,1.1920929e-07
153,Product Adoption Analysis,192,Product Adoption Analysis,1.1920929e-07
153,Product Adoption Analysis,274,Product Adoption Analysis,1.1920929e-07
153,Product Adoption Analysis,19,Product Adoption Analysis,0.043097854
154,User Retention Analysis,75,User Retention Analysis,9.536743e-07
154,User Retention Analysis,119,User Retention Analysis,9.536743e-07
154,User Retention Analysis,134,User Retention Analysis,9.536743e-07
154,User Retention Analysis,152,User Retention Analysis,9.536743e-07
155,Market Expansion Analysis,63,Market Expansion Analysis,0.0
155,Market Expansion Analysis,196,Market Expansion Analysis,0.0
155,Market Expansion Analysis,85,Market Expansion Analysis,0.117486
156,Campaign Performance Analysis,290,Campaign Performance Analysis,0.0
156,Campaign Performance Analysis,10,Campaign Performance Analysis,0.17028117
156,Campaign Performance Analysis,180,Campaign Performance Analysis,0.17028117
157,User Retention Analysis,22,User Retention Analysis,1.1920929e-07
157,User Retention Analysis,133,User Retention Analysis,0.13798153
157,User Retention Analysis,249,User Retention Analysis,0.13798153
158,Revenue Forecast Analysis,76,Revenue Forecast Analysis,0.0
158,Revenue Forecast Analysis,198,Revenue Forecast Analysis,0.0
158,Revenue Forecast Analysis,221,Revenue Forecast Analysis,0.0
159,Revenue Forecast Analysis,214,Revenue Forecast Analysis,0.0
159,Revenue Forecast Analysis,215,Revenue Forecast Analysis,0.0
159,Revenue Forecast Analysis,256,Revenue Forecast Analysis,0.0
160,Pricing Strategy Analysis,18,Pricing Strategy Analysis,2.3841858e-07
160,Pricing Strategy Analysis,86,Pricing Strategy Analysis,2.3841858e-07
160,Pricing Strategy Analysis,87,Pricing Strategy Analysis,2.3841858e-07
160,Pricing Strategy Analysis,104,Pricing Strategy Analysis,2.3841858e-07
161,Market Expansion Analysis,105,Market Expansion Analysis,0.0
161,Market Expansion Analysis,122,Market Expansion Analysis,0.0
161,Market Expansion Analysis,135,Market Expansion Analysis,0.0
162,Product Adoption Analysis,24,Product Adoption Analysis,0.0
162,Product Adoption Analysis,115,Product Adoption Analysis,0.0
162,Product Adoption Analysis,124,Product Adoption Analysis,0.0
162,Product Adoption Analysis,144,Product Adoption Analysis,0.0
163,Customer Churn Analysis,56,Customer Churn Analysis,1.1920929e-07
163,Customer Churn Analysis,78,Customer Churn Analysis,1.1920929e-07
163,Customer Churn Analysis,97,Customer Churn Analysis,1.1920929e-07
164,Sales Pipeline Analysis,44,Sales Pipeline Analysis,0.0
164,Sales Pipeline Analysis,59,Sales Pipeline Analysis,0.0
164,Sales Pipeline Analysis,109,Sales Pipeline Analysis,0.0
165,Pricing Strategy Analysis,15,Pricing Strategy Analysis,1.1920929e-07
165,Pricing Strategy Analysis,35,Pricing Strategy Analysis,1.1920929e-07
165,Pricing Strategy Analysis,126,Pricing Strategy Analysis,1.1920929e-07
165,Pricing Strategy Analysis,143,Pricing Strategy Analysis,1.1920929e-07
166,Revenue Forecast Analysis,228,Revenue Forecast Analysis,1.1920929e-07
166,Revenue Forecast Analysis,283,Revenue Forecast Analysis,1.1920929e-07
166,Revenue Forecast Analysis,118,Revenue Forecast Analysis,0.12669742
167,Customer Churn Analysis,38,Customer Churn Analysis,1.1920929e-07
167,Customer Churn Analysis,46,Customer Churn Analysis,1.1920929e-07
167,Customer Churn Analysis,139,Customer Churn Analysis,1.1920929e-07
168,Product Adoption Analysis,170,Product Adoption Analysis,0.0
168,Product Adoption Analysis,285,Product Adoption Analysis,0.0
168,Product Adoption Analysis,153,Product Adoption Analysis,0.16608667
169,Sales Pipeline Analysis,62,Sales Pipeline Analysis,0.051397562
169,Sales Pipeline Analysis,70,Sales Pipeline Analysis,0.051397562
169,Sales Pipeline Analysis,81,Sales Pipeline Analysis,0.051397562
170,Product Adoption Analysis,168,Product Adoption Analysis,0.0
170,Product Adoption Analysis,285,Product Adoption Analysis,0.0
170,Product Adoption Analysis,153,Product Adoption Analysis,0.16608667
171,Customer Segmentation Analysis,172,Customer Segmentation Analysis,0.0
171,Customer Segmentation Analysis,210,Customer Segmentation Analysis,0.0
171,Customer Segmentation Analysis,260,Customer Segmentation Analysis,0.0
172,Customer Segmentation Analysis,171,Customer Segmentation Analysis,0.0
172,Customer Segmentation Analysis,210,Customer Segmentation Analysis,0.0
172,Customer Segmentation Analysis,260,Customer Segmentation Analysis,0.0
173,Customer Segmentation Analysis,208,Customer Segmentation Analysis,0.0
173,Customer Segmentation Analysis,236,Customer Segmentation Analysis,0.0
173,Customer Segmentation Analysis,248,Customer Segmentation Analysis,0.0
174,Product Adoption Analysis,30,Product Adoption Analysis,0.0
174,Product Adoption Analysis,50,Product Adoption Analysis,0.0
174,Product Adoption Analysis,203,Product Adoption Analysis,0.0
175,Customer Churn Analysis,96,Customer Churn Analysis,0.0
175,Customer Churn Analysis,222,Customer Churn Analysis,0.0
175,Customer Churn Analysis,292,Customer Churn Analysis,0.0
176,Customer Churn Analysis,130,Customer Churn Analysis,0.0
176,Customer Churn Analysis,136,Customer Churn Analysis,0.0
176,Customer Churn Analysis,178,Customer Churn Analysis,0.0
177,Revenue Forecast Analysis,182,Revenue Forecast Analysis,0.0
177,Revenue Forecast Analysis,232,Revenue Forecast Analysis,0.0
177,Revenue Forecast Analysis,235,Revenue Forecast Analysis,0.0
178,Customer Churn Analysis,130,Customer Churn Analysis,0.0
178,Customer Churn Analysis,136,Customer Churn Analysis,0.0
178,Customer Churn Analysis,176,Customer Churn Analysis,0.0
179,Pricing Strategy Analysis,103,Pricing Strategy Analysis,4.7683716e-07
179,Pricing Strategy Analysis,253,Pricing Strategy Analysis,4.7683716e-07
179,Pricing Strategy Analysis,277,Pricing Strategy Analysis,4.7683716e-07
180,Campaign Performance Analysis,216,Campaign Performance Analysis,3.5762787e-07
180,Campaign Performance Analysis,251,Campaign Performance Analysis,3.5762787e-07
180,Campaign Performance Analysis,99,Campaign Performance Analysis,0.14854026
181,Customer Segmentation Analysis,5,Customer Segmentation Analysis,0.0
181,Customer Segmentation Analysis,28,Customer Segmentation Analysis,0.0
181,Customer Segmentation Analysis,74,Customer Segmentation Analysis,0.0
181,Customer Segmentation Analysis,93,Customer Segmentation Analysis,0.0
182,Revenue Forecast Analysis,177,Revenue Forecast Analysis,0.0
182,Revenue Forecast Analysis,232,Revenue Forecast Analysis,0.0
182,Revenue Forecast Analysis,235,Revenue Forecast Analysis,0.0
183,User Retention Analysis,218,User Retention Analysis,0.0
183,User Retention Analysis,242,User Retention Analysis,0.0
183,User Retention Analysis,13,User Retention Analysis,0.11210966
183,User Retention Analysis,31,User Retention Analysis,0.11210966
184,Market Expansion Analysis,195,Market Expansion Analysis,5.9604645e-07
184,Market Expansion Analysis,289,Market Expansion Analysis,5.9604645e-07
184,Market Expansion Analysis,26,Market Expansion Analysis,0.14122605
185,Customer Segmentation Analysis,40,Customer Segmentation Analysis,2.3841858e-07
185,Customer Segmentation Analysis,73,Customer Segmentation Analysis,2.3841858e-07
185,Customer Segmentation Analysis,191,Customer Segmentation Analysis,2.3841858e-07
186,Campaign Performance Analysis,107,Campaign Performance Analysis,8.34465e-07
186,Campaign Performance Analysis,245,Campaign Performance Analysis,8.34465e-07
186,Campaign Performance Analysis,264,Campaign Performance Analysis,8.34465e-07
187,Product Adoption Analysis,192,Product Adoption Analysis,1.1920929e-07
187,Product Adoption Analysis,274,Product Adoption Analysis,1.1920929e-07
187,Product Adoption Analysis,19,Product Adoption Analysis,0.043097854
188,Customer Segmentation Analysis,42,Customer Segmentation Analysis,9.536743e-07
188,Customer Segmentation Analysis,72,Customer Segmentation Analysis,9.536743e-07
188,Customer Segmentation Analysis,113,Customer Segmentation Analysis,9.536743e-07
188,Customer Segmentation Analysis,148,Customer Segmentation Analysis,9.536743e-07
189,Revenue Forecast Analysis,146,Revenue Forecast Analysis,8.34465e-07
189,Revenue Forecast Analysis,225,Revenue Forecast Analysis,8.34465e-07
189,Revenue Forecast Analysis,257,Revenue Forecast Analysis,8.34465e-07
190,Product Adoption Analysis,282,Product Adoption Analysis,0.0
190,Product Adoption Analysis,4,Product Adoption Analysis,0.11000037
190,Product Adoption Analysis,24,Product Adoption Analysis,0.11000037
191,Customer Segmentation Analysis,40,Customer Segmentation Analysis,2.3841858e-07
191,Customer Segmentation Analysis,73,Customer Segmentation Analysis,2.3841858e-07
191,Customer Segmentation Analysis,185,Customer Segmentation Analysis,2.3841858e-07
192,Product Adoption Analysis,187,Product Adoption Analysis,1.1920929e-07
192,Product Adoption Analysis,274,Product Adoption Analysis,1.1920929e-07
192,Product Adoption Analysis,19,Product Adoption Analysis,0.043097854
193,Customer Segmentation Analysis,5,Customer Segmentation Analysis,0.0
193,Customer Segmentation Analysis,28,Customer Segmentation Analysis,0.0
193,Customer Segmentation Analysis,74,Customer Segmentation Analysis,0.0
193,Customer Segmentation Analysis,93,Customer Segmentation Analysis,0.0
194,Market Expansion Analysis,80,Market Expansion Analysis,0.0
194,Market Expansion Analysis,91,Market Expansion Analysis,0.0
194,Market Expansion Analysis,92,Market Expansion Analysis,0.0
195,Market Expansion Analysis,184,Market Expansion Analysis,5.9604645e-07
195,Market Expansion Analysis,289,Market Expansion Analysis,5.9604645e-07
195,Market Expansion Analysis,26,Market Expansion Analysis,0.14122605
196,Market Expansion Analysis,63,Market Expansion Analysis,0.0
196,Market Expansion Analysis,155,Market Expansion Analysis,0.0
196,Market Expansion Analysis,85,Market Expansion Analysis,0.117486
197,Revenue Forecast Analysis,131,Revenue Forecast Analysis,0.0
197,Revenue Forecast Analysis,151,Revenue Forecast Analysis,0.0
197,Revenue Forecast Analysis,259,Revenue Forecast Analysis,0.0
198,Revenue Forecast Analysis,76,Revenue Forecast Analysis,0.0
198,Revenue Forecast Analysis,158,Revenue Forecast Analysis,0.0
198,Revenue Forecast Analysis,221,Revenue Forecast Analysis,0.0
199,Sales Pipeline Analysis,247,Sales Pipeline Analysis,7.1525574e-07
199,Sales Pipeline Analysis,90,Sales Pipeline Analysis,0.08027935
199,Sales Pipeline Analysis,237,Sales Pipeline Analysis,0.08027935
200,Sales Pipeline Analysis,125,Sales Pipeline Analysis,5.9604645e-07
200,Sales Pipeline Analysis,255,Sales Pipeline Analysis,5.9604645e-07
200,Sales Pipeline Analysis,62,Sales Pipeline Analysis,0.03985703
201,Market Expansion Analysis,80,Market Expansion Analysis,0.0
201,Market Expansion Analysis,91,Market Expansion Analysis,0.0
201,Market Expansion Analysis,92,Market Expansion Analysis,0.0
201,Market Expansion Analysis,194,Market Expansion Analysis,0.0
202,Sales Pipeline Analysis,62,Sales Pipeline Analysis,0.04660237
202,Sales Pipeline Analysis,70,Sales Pipeline Analysis,0.04660237
202,Sales Pipeline Analysis,81,Sales Pipeline Analysis,0.04660237
203,Product Adoption Analysis,30,Product Adoption Analysis,0.0
203,Product Adoption Analysis,50,Product Adoption Analysis,0.0
203,Product Adoption Analysis,174,Product Adoption Analysis,0.0
204,User Retention Analysis,75,User Retention Analysis,9.536743e-07
204,User Retention Analysis,119,User Retention Analysis,9.536743e-07
204,User Retention Analysis,134,User Retention Analysis,9.536743e-07
204,User Retention Analysis,152,User Retention Analysis,9.536743e-07
205,Campaign Performance Analysis,116,Campaign Performance Analysis,0.0
205,Campaign Performance Analysis,34,Campaign Performance Analysis,0.14238894
205,Campaign Performance Analysis,64,Campaign Performance Analysis,0.14238894
206,Campaign Performance Analysis,69,Campaign Performance Analysis,0.0
206,Campaign Performance Analysis,296,Campaign Performance Analysis,0.0
206,Campaign Performance Analysis,34,Campaign Performance Analysis,0.24397612
207,Customer Churn Analysis,230,Customer Churn Analysis,5.9604645e-07
207,Customer Churn Analysis,293,Customer Churn Analysis,5.9604645e-07
207,Customer Churn Analysis,77,Customer Churn Analysis,0.046977997
208,Customer Segmentation Analysis,173,Customer Segmentation Analysis,0.0
208,Customer Segmentation Analysis,236,Customer Segmentation Analysis,0.0
208,Customer Segmentation Analysis,248,Customer Segmentation Analysis,0.0
209,Market Expansion Analysis,80,Market Expansion Analysis,0.0
209,Market Expansion Analysis,91,Market Expansion Analysis,0.0
209,Market Expansion Analysis,92,Market Expansion Analysis,0.0
209,Market Expansion Analysis,194,Market Expansion Analysis,0.0
210,Customer Segmentation Analysis,171,Customer Segmentation Analysis,0.0
210,Customer Segmentation Analysis,172,Customer Segmentation Analysis,0.0
210,Customer Segmentation Analysis,260,Customer Segmentation Analysis,0.0
211,Market Expansion Analysis,83,Market Expansion Analysis,7.1525574e-07
211,Market Expansion Analysis,246,Market Expansion Analysis,7.1525574e-07
211,Market Expansion Analysis,85,Market Expansion Analysis,0.15604138
212,Product Adoption Analysis,30,Product Adoption Analysis,0.0
212,Product Adoption Analysis,50,Product Adoption Analysis,0.0
212,Product Adoption Analysis,174,Product Adoption Analysis,0.0
212,Product Adoption Analysis,203,Product Adoption Analysis,0.0
213,Pricing Strategy Analysis,100,Pricing Strategy Analysis,0.0
213,Pricing Strategy Analysis,108,Pricing Strategy Analysis,0.0
213,Pricing Strategy Analysis,111,Pricing Strategy Analysis,0.0
214,Revenue Forecast Analysis,159,Revenue Forecast Analysis,0.0
214,Revenue Forecast Analysis,215,Revenue Forecast Analysis,0.0
214,Revenue Forecast Analysis,256,Revenue Forecast Analysis,0.0
215,Revenue Forecast Analysis,159,Revenue Forecast Analysis,0.0
215,Revenue Forecast Analysis,214,Revenue Forecast Analysis,0.0
215,Revenue Forecast Analysis,256,Revenue Forecast Analysis,0.0
216,Campaign Performance Analysis,180,Campaign Performance Analysis,3.5762787e-07
216,Campaign Performance Analysis,251,Campaign Performance Analysis,3.5762787e-07
216,Campaign Performance Analysis,99,Campaign Performance Analysis,0.14854026
217,Customer Churn Analysis,38,Customer Churn Analysis,1.1920929e-07
217,Customer Churn Analysis,46,Customer Churn Analysis,1.1920929e-07
217,Customer Churn Analysis,139,Customer Churn Analysis,1.1920929e-07
217,Customer Churn Analysis,167,Customer Churn Analysis,1.1920929e-07
218,User Retention Analysis,242,User Retention Analysis,0.0
218,User Retention Analysis,13,User Retention Analysis,0.11210966
218,User Retention Analysis,31,User Retention Analysis,0.11210966
219,Pricing Strategy Analysis,121,Pricing Strategy Analysis,0.0
219,Pricing Strategy Analysis,149,Pricing Strategy Analysis,0.0
219,Pricing Strategy Analysis,224,Pricing Strategy Analysis,0.0
220,Product Adoption Analysis,24,Product Adoption Analysis,0.0
220,Product Adoption Analysis,115,Product Adoption Analysis,0.0
220,Product Adoption Analysis,124,Product Adoption Analysis,0.0
220,Product Adoption Analysis,144,Product Adoption Analysis,0.0
221,Revenue Forecast Analysis,76,Revenue Forecast Analysis,0.0
221,Revenue Forecast Analysis,158,Revenue Forecast Analysis,0.0
221,Revenue Forecast Analysis,198,Revenue Forecast Analysis,0.0
222,Customer Churn Analysis,96,Customer Churn Analysis,0.0
222,Customer Churn Analysis,175,Customer Churn Analysis,0.0
222,Customer Churn Analysis,292,Customer Churn Analysis,0.0
223,User Retention Analysis,31,User Retention Analysis,3.5762787e-07
223,User Retention Analysis,36,User Retention Analysis,3.5762787e-07
223,User Retention Analysis,67,User Retention Analysis,3.5762787e-07
224,Pricing Strategy Analysis,121,Pricing Strategy Analysis,0.0
224,Pricing Strategy Analysis,149,Pricing Strategy Analysis,0.0
224,Pricing Strategy Analysis,219,Pricing Strategy Analysis,0.0
225,Revenue Forecast Analysis,146,Revenue Forecast Analysis,8.34465e-07
225,Revenue Forecast Analysis,189,Revenue Forecast Analysis,8.34465e-07
225,Revenue Forecast Analysis,257,Revenue Forecast Analysis,8.34465e-07
226,Pricing Strategy Analysis,18,Pricing Strategy Analysis,2.3841858e-07
226,Pricing Strategy Analysis,86,Pricing Strategy Analysis,2.3841858e-07
226,Pricing Strategy Analysis,87,Pricing Strategy Analysis,2.3841858e-07
226,Pricing Strategy Analysis,104,Pricing Strategy Analysis,2.3841858e-07
227,Customer Segmentation Analysis,42,Customer Segmentation Analysis,9.536743e-07
227,Customer Segmentation Analysis,72,Customer Segmentation Analysis,9.536743e-07
227,Customer Segmentation Analysis,113,Customer Segmentation Analysis,9.536743e-07
227,Customer Segmentation Analysis,148,Customer Segmentation Analysis,9.536743e-07
228,Revenue Forecast Analysis,166,Revenue Forecast Analysis,1.1920929e-07
228,Revenue Forecast Analysis,283,Revenue Forecast Analysis,1.1920929e-07
228,Revenue Forecast Analysis,118,Revenue Forecast Analysis,0.12669742
229,Campaign Performance Analysis,263,Campaign Performance Analysis,0.0
229,Campaign Performance Analysis,271,Campaign Performance Analysis,0.0
229,Campaign Performance Analysis,99,Campaign Performance Analysis,0.26020324
230,Customer Churn Analysis,207,Customer Churn Analysis,5.9604645e-07
230,Customer Churn Analysis,293,Customer Churn Analysis,5.9604645e-07
230,Customer Churn Analysis,77,Customer Churn Analysis,0.046977997
231,User Retention Analysis,43,User Retention Analysis,0.0
231,User Retention Analysis,53,User Retention Analysis,0.0
231,User Retention Analysis,127,User Retention Analysis,0.0
231,User Retention Analysis,147,User Retention Analysis,0.0
232,Revenue Forecast Analysis,177,Revenue Forecast Analysis,0.0
232,Revenue Forecast Analysis,182,Revenue Forecast Analysis,0.0
232,Revenue Forecast Analysis,235,Revenue Forecast Analysis,0.0
233,Revenue Forecast Analysis,68,Revenue Forecast Analysis,0.0
233,Revenue Forecast Analysis,138,Revenue Forecast Analysis,0.0
233,Revenue Forecast Analysis,239,Revenue Forecast Analysis,0.0
234,Customer Segmentation Analysis,5,Customer Segmentation Analysis,0.0
234,Customer Segmentation Analysis,28,Customer Segmentation Analysis,0.0
234,Customer Segmentation Analysis,74,Customer Segmentation Analysis,0.0
234,Customer Segmentation Analysis,93,Customer Segmentation Analysis,0.0
235,Revenue Forecast Analysis,177,Revenue Forecast Analysis,0.0
235,Revenue Forecast Analysis,182,Revenue Forecast Analysis,0.0
235,Revenue Forecast Analysis,232,Revenue Forecast Analysis,0.0
236,Customer Segmentation Analysis,173,Customer Segmentation Analysis,0.0
236,Customer Segmentation Analysis,208,Customer Segmentation Analysis,0.0
236,Customer Segmentation Analysis,248,Customer Segmentation Analysis,0.0
237,Sales Pipeline Analysis,244,Sales Pipeline Analysis,2.3841858e-07
237,Sales Pipeline Analysis,258,Sales Pipeline Analysis,2.3841858e-07
237,Sales Pipeline Analysis,278,Sales Pipeline Analysis,2.3841858e-07
238,Pricing Strategy Analysis,94,Pricing Strategy Analysis,2.3841858e-07
238,Pricing Strategy Analysis,102,Pricing Strategy Analysis,2.3841858e-07
238,Pricing Strategy Analysis,123,Pricing Strategy Analysis,2.3841858e-07
239,Revenue Forecast Analysis,68,Revenue Forecast Analysis,0.0
239,Revenue Forecast Analysis,138,Revenue Forecast Analysis,0.0
239,Revenue Forecast Analysis,233,Revenue Forecast Analysis,0.0
240,User Retention Analysis,43,User Retention Analysis,0.0
240,User Retention Analysis,53,User Retention Analysis,0.0
240,User Retention Analysis,127,User Retention Analysis,0.0
240,User Retention Analysis,147,User Retention Analysis,0.0
241,Revenue Forecast Analysis,177,Revenue Forecast Analysis,0.0
241,Revenue Forecast Analysis,182,Revenue Forecast Analysis,0.0
241,Revenue Forecast Analysis,232,Revenue Forecast Analysis,0.0
241,Revenue Forecast Analysis,235,Revenue Forecast Analysis,0.0
242,User Retention Analysis,218,User Retention Analysis,0.0
242,User Retention Analysis,13,User Retention Analysis,0.11210966
242,User Retention Analysis,31,User Retention Analysis,0.11210966
243,User Retention Analysis,31,User Retention Analysis,3.5762787e-07
243,User Retention Analysis,36,User Retention Analysis,3.5762787e-07
243,User Retention Analysis,67,User Retention Analysis,3.5762787e-07
243,User Retention Analysis,223,User Retention Analysis,3.5762787e-07
244,Sales Pipeline Analysis,237,Sales Pipeline Analysis,2.3841858e-07
244,Sales Pipeline Analysis,258,Sales Pipeline Analysis,2.3841858e-07
244,Sales Pipeline Analysis,278,Sales Pipeline Analysis,2.3841858e-07
245,Campaign Performance Analysis,107,Campaign Performance Analysis,8.34465e-07
245,Campaign Performance Analysis,186,Campaign Performance Analysis,8.34465e-07
245,Campaign Performance Analysis,264,Campaign Performance Analysis,8.34465e-07
246,Market Expansion Analysis,83,Market Expansion Analysis,7.1525574e-07
246,Market Expansion Analysis,211,Market Expansion Analysis,7.1525574e-07
246,Market Expansion Analysis,85,Market Expansion Analysis,0.15604138
247,Sales Pipeline Analysis,199,Sales Pipeline Analysis,7.1525574e-07
247,Sales Pipeline Analysis,90,Sales Pipeline Analysis,0.08027935
247,Sales Pipeline Analysis,237,Sales Pipeline Analysis,0.08027935
248,Customer Segmentation Analysis,173,Customer Segmentation Analysis,0.0
